text,score
老法,0
老油條,-0.257355067
老爸,0
老是,-0.3360326
老美,0
老娘,-0.3360326
老弱,-0.6860326
老氣橫秋,-0.3467485
老祖,0
老神在在,0
老神在在,0
老翁,0
老馬,-0.5110326
老婆,0
老掉,0
老粗,0
老處女,-0.2622361
老鳥,0
老猴,-0.3360326
老媽,0
老想著,0.011967067
老葉,0
老實,0
老實,0.09510485
老態龍鍾,-0.1430163
老漢,0
老辣,0.2809715
老遠趕來,0.21926655
老糊塗,-0.257355067
老糊塗了,-0.1299605
老練,0
老練,0
老調重彈,-0.00957355
老謀深算,-0.1375147
老舊,-0.4360326
老鷹,0
考成,0
考查,0
考訂,0
考倒,-0.375
考倒學生為樂,-0.149982583
考核,0
考量,0
考量,0
考察,0.0710186
考慮,0.1971302
考慮跟進,0.2709363
考驗,0
考驗,0
而已,-0.0289814
而不是,-0.479265067
而不答,-0.172965867
而未,-0.3289814
而在,0.0970706
而非,-0.0260797
而是,0.0289814
而會,0.2120625
耳目,0
耳朵,0
耳鬢,0
肉丁,0
肉丸,0
肉芽,0
肉麻,-0.525
肉酥,0
肉腳,-0.425
肉質更佳,0.1430162
肉羹,0
肌里,0
自力救濟,0.238849
自大,-0.1285236
自己,0
自主,0.1329737
自主性,0.102661533
自主意志,0.25120725
自主解決,0.287002175
自主選擇,0.07699615
自以為,0
自以為,0
自以為了不起,-0.033269917
自以為是,-0.001283975
自以為恥,-0.06257635
自以為清高,-0.31491246
自古,0
自幼景仰,0.01648685
自甘墮落,-0.13414255
自由,0.1329737
自由化,0.126725133
自由化、彈性化,0.048062943
自由心證,-0.2279849
自由地,0.003100633
自由自在,0.1459997
自由行動,0.06807985
自由流通,0.095515775
自由發揮,0.04995495
自由選擇,0.07699615
自白,0.1638852
自立,0.28079385
自立自強,0.142199625
自任,-0.18840825
自任不凡,-0.046029575
自危,-0.2670263
自在,0.1590257
自如,0.2952447
自成頂級,0.2399622
自行實驗,0.335642225
自行選擇,0.1305828
自行擬定,0.2586635
自作,-0.1093116
自作主張,-0.1796558
自作多情,-0.2094935
自作聰明,-0.17850925
自利,0
自助,0.4579737
自告奮勇,0.21648685
自吹,-0.1920263
自吹自擂,-0.0795263
自吹自擂說,-0.02578756
自我,-0.0329737
自我中心,-0.14492635
自我本位,-0.03301365
自我防衛,0.07951285
自我設限,-0.06050385
自我解嘲,0.0880921
自我罷黜,-0.09601315
自我膨脹,-0.00851315
自我選擇,0.02699615
自找麻煩,-0.32101315
自投羅網,-0.04273255
自求,0
自求,0
自求多福,-0.25819845
自私,-0.2420263
自私到極點,-0.10339944
自身難保,-0.038096
自來,0
自制,0.11587085
自卑,-0.1172214
自卑情緒,-0.0868266
自卑感,-0.109156133
自取,0
自命,-0.06713145
自命為,-0.066685733
自命清高,-0.403490275
自始,0
自承,0.1145016
自治,0.1160273
自治研習,0.04954045
自治規定,0.2466764
自治監督,0.03301365
自知之明,0.41924895
自信,0.4131511
自信心高潮,0.41710332
自信地,0.189885567
自信滿滿,0.47100435
自保,0.2255721
自勉,0.1160273
自封,-0.0329737
自建,0
自怨,-0.2920263
自怨自艾,-0.1295263
自持,0
自相矛盾,-0.0838231
自相殘殺,-0.2661769
自虐,-0.0420263
自負,-0.0451662
自負的地方,-4.12E-05
自食惡果,-0.27101315
自耕,0
自動,0
自動,0.0710136
自動下台,-0.2480068
自動消音,-0.0164671
自得,0.4226073
自得其樂,0.38583085
自得於,0.4232522
自掃門前雪,-0.05521392
自救,0.1039923
自棄,-0.2670263
自殺,-0.3670263
自殺死亡,-0.58979315
自理管轄,0.25801365
自組,0
自許,0.3329737
自責,-0.0034481
自野,0
自閉,-0.0329737
自尊,0.2829737
自期,0
自期,0.2317149
自欺,-0.2170263
自欺欺人,-0.23197035
自欺欺人口舌,-0.2393973
自然,0.1455102
自然可期,0.25893495
自然會,0.2243694
自然應是,0.0642819
自傲,0.0220353
自圓其說,0
自圓其說,0
自愚愚人,-0.23197035
自愛,0
自愧,0
自毀,-0.3170263
自毀長城,-0.04506015
自毀聲名,-0.087750875
自滅,0
自群,0
自誇,0
自誇,0
自誇說,-0.0982076
自道,0
自嘆弗如,0
自嘆弗如,0
自慚形穢,-0.03351315
自摸,0
自滿,0
自滿,0
自盡,-0.18840825
自稱,0
自稱,0
自製,0
自認,0
自認,0
自認為,0
自認為,0
自豪,0.1329737
自彈,0
自慰,-0.1688127
自憐,-0.18840825
自憐,0
自暴自棄,-0.3170263
自衛,0.1329737
自請,0
自賣,0
自醉,0
自餒,0
自縊,0
自縛,-0.0329737
自錄,0
自購,0
自擾,-0.2420263
自壞,0
自願,0
自願,0.2158042
自願提供,0.1009471
自願擔任,0.146756625
自覺,0
自覺,0.3301427
自顧不暇,-0.1212163
自詡,0
自詡,0
自詡成功,0.2682164
自詡為,-0.0439139
至上,0
至上,0.15543455
至少,0
至少,0
至孝,0
至表歡迎,0.2875
至為明顯,0.274613625
至盼,0.1
至美,0
至高,0.4116722
至高榮耀,0.43821945
至深至遠,0.18096415
至尊,0
至尊,0.25
至善,0.43374525
至樂,0.3990544
至親,0
至點,0
至關重大,0.2312177
至關重要,0.281499525
舌頭斷掉,-0.497716225
舌辯,0
色印,0
色度,0
色狼,-0.23232155
色素,0
色彩繽紛,0.037133975
色情,-0.23355305
色情書刊,-0.116776525
色情陷阱,-0.095723475
色望易,-0.257533933
色望業,-0.1385621
色欲,-0.33232155
色厲內荏,-0.051130225
血刃,-0.275
血本無歸,-0.154952575
血光,0
血汗,-0.225
血色,0
血性,0
血書,0
血栓,0
血氣方剛,-0.0682229
血海怨尤,-0.35
血海深仇,-0.1677856
血淋淋,-0.216666667
血淋淋地,-0.226661375
血淚教訓,-0.2289814
血淚斑斑,-0.3
血量,0
血腥,-0.275
血跡斑斑,-0.1459732
血濃於水,0.1035754
行乞,0
行不通,-0.0174426
行凶,-0.0928267
行方不明,-0.146518
行方不明地,-0.0658853
行用,0
行兇,-0.1678267
行地,0
行有餘力,0.33184625
行劫,0
行使,0.2071733
行使武力,-0.2029395
行刺,-0.2678267
行政疏失,-0.22141335
行星,0
行為不良,-0.079801525
行為不良的人,-0.081914083
行為不端,-0.027278975
行為不檢,-0.059689175
行為不禮貌,-0.02088058
行為偏差,-0.19365765
行家,0
行動,0.003186
行強,0.077805
行得端坐得正,0.4324265
行速,0
行善,0.54091855
行賄,0
行賄,0
行賄買票,-0.05358665
行賂,-0.1071733
行路,0
行藏,0
行難,-0.1945908
行騙,-0.1678267
行囊,0
行竊,-0.0428267
衣服,0
衣架,0
衣裙,0
衣裝,0
衣履光鮮,0.18859
衣襟,0
西西,0
西風,0
西經,0
西線,0
西餐,0
串成,0
串音,0
串連,0.0050611
串謀,0
串聯,0
串聯,0.05
位在,0
位居領先,0.0270361
位居關鍵,0.08038585
位相,0
住家,0
住進,0
住監獄,-0.236167467
伴有,0
伴兒,0
伴遊,0
佛手,0
佛法,0
佛香,0
佛徒,0
佛書,0
佛珠,0
佛理,0
何不,0
何不,0
何不可,0.2212326
何必,-0.2199389
何在,-0.148948
何妨,-0.275
何來,-0.275
何來立場,-0.063589925
何其多,-0.008282667
何況,-0.225
何苦,-0.3221577
何苦來哉,-0.16107885
何嘗,-0.275
估定,0
估計,0
估計,0.0075615
估測,0
估量,0
估算,0.1
佐證,0.0050611
伺服,0
伺機而動,0.02985925
伸手,0
伸出,0.0191934
伸出手救援,0.0297479
伸出援手,0.026675575
伸虎爪,0.033333333
伸展,0.05
伸張,0.3
伸援,0.05
佔了,0.0738884
佔上風,0.0222335
佔有,0.0578135
佔到優勢,0.11761955
佔便宜,-0.1155204
佔掉,0
佔著,-0.0580296
佔著毛坑不拉屎,-0.275284857
似天使,0.3
似乎,0.0315279
似乎有理,0.3446707
似乎表示,0.01576395
似曾相識,0.11733625
但仍應有,0.12043355
但非,-0.0449389
但卻只是,-0.075
但若認為,-0.065013675
但願,0
但願,0
作文,0
作出不少貢獻,0.199327033
作出決定,0.150954125
作出賠償,0.07603665
作出選擇,0.07603665
作犯規動作,-0.34536496
作奸犯科,-0.45864265
作好,0.2004009
作成,0.1685754
作收,0
作低沈聲,-0.46857445
作弄,-0.6422853
作秀,-0.1561953
作定奪,0.031391467
作怪,-0.5422853
作品,0
作後盾,0.244856867
作活,0
作為,0.15938815
作為獎品,0.111298925
作美,0
作家,0
作祟,-0.2422853
作偽証,-0.2781902
作偽證,-0.274816133
作假,-0.5922853
作崇,-0.0672853
作掉,-0.6172853
作梗,-0.2422853
作票,-0.1422853
作嫁,0
作業,0
作準備,0.072821133
作賊,-0.2922853
作賊喊捉賊,-0.19691412
作嘔,-0.2922853
作夢,-0.1947858
作對,-0.41967105
作弊,-0.2422853
作廢,-0.5172853
作樂,-0.1567691
作罷,-0.3672853
作戰,-0.49792405
作翻,0
作繭自縛,-0.0796558
作證,0.1872242
作孽,-0.2422853
作驚人表演,-0.13863736
你以為自己,-0.06102718
你以為你是誰,-0.128513883
你他媽,-0.25
你去死,-0.607295433
你死我活,-0.2083803
你完了,-0.148853733
你來我往,-0.1144907
你是怎樣,-0.15
你是怎樣啊,-0.12
你就完了,-0.1281671
你媽,-0.325
你管我,-0.1112976
你儂我儂,0.05
低下,-0.85
低水平,-0.1297559
低水準,-0.3462812
低劣,-0.775
低地,0
低成就,-0.0207238
低自尊,-0.0946842
低估,-0.425
低利,0
低吼,-0.55
低吟,0
低沈,-0.7809536
低沉,-0.775
低於,-0.212729
低於他人者,-0.08183292
低姿態,-0.35
低哼,-0.475
低哦,-0.475
低弱,-0.825
低級,-0.38891
低級庸俗,-0.20141
低迷,-0.5045256
低迷不振,-0.3924965
低票,0
低等,-0.2762588
低階,-0.425
低廉,0.375
低微,-0.39210285
低矮,0
低經濟成長,-0.11320444
低落,-0.875
低語,0
低層次,-0.316666667
低潮,-0.475
低盤,0
低調,0
低賤,0
低頭,0
低頭,0
低檔,0
低聲,-0.38891
低聲下氣,-0.3981872
低聲地,-0.344821833
低聲含糊,-0.2089457
低聲含糊地說,-0.150543483
低靡,0
低鹽,0
伶俐,0.1
佈下,0.475
佈殺陣,-0.366666667
佈置地雷或水雷,-0.220784157
佈滿,0
兌現,0.0945837
克制,0
克制,0
克服,0
克服,0
克服經濟困難,0.132695267
克服難關,0.06719395
免不了,0
免不了,0
免去,0
免役,0
免於,0
免於,0
免於受苦,0.088575625
免除,0
免除,0
免得,0
免得,0
免稅,0
免費,0
免費,0.0264712
免談,-0.22216555
免遭,0.09611355
免職,-0.15117465
免職,0
兵丁,0
兵刃,0
兵將,0
兵敗,-0.45
兵敗如山倒,-0.2650916
兵源,0
兵團,0
兵種,0
兵器,0
冷冰冰,-0.274738733
冷汗,-0.3121081
冷汗,0
冷血,-0.5371081
冷冷,-0.6242162
冷杉,0
冷門,-0.307047
冷門,0
冷亮,0
冷峻,-0.3621081
冷笑,-0.0759679
冷淡,-0.3805469
冷眼,-0.4565299
冷眼旁觀,-0.15696575
冷然,-0.2495716
冷感,0
冷暖在心頭,-0.05724844
冷落,-0.7621081
冷漠,-0.4871081
冷酷,-0.3621081
冷酷地,-0.3269539
冷嘲,-0.4121081
冷嘲,0
冷嘲熱諷,-0.12521795
冷鋒,0
冷戰,-0.61774685
冷戰結束,0.521373425
冷戰對立,-0.323656225
冷靜,0
冷靜,0
冷靜下來,-0.30605405
冷靜地,0.1769539
冷靜決定,0.168946025
別小看,-0.2214284
別有,0
別來惹我,-0.1505945
別來煩我,-0.2130945
別致,0.350991
別無二致,0.116516125
別緻,0
別談,-0.149863
別鬧,-0.0942034
別離,-0.351189
判刑,-0.2684388
判決,0
判決,0
判定,0.2087412
判為,0
判若兩,-0.0789592
判若兩人,-0.0326766
判若雲泥,-0.0967194
判處,0.12576035
判罪,0
判賠,0
判賠,0
判斷,0.21387125
判斷力,0.073222967
判讀,0.0184388
利大於弊,0.25464775
利己,-0.2514746
利己主義,-0.223794075
利用,0
利用,0
利用人,-0.368253567
利用別人,-0.313095675
利用我們,-0.224647375
利多,0.5388986
利多於弊,0.3505848
利於,0.5137456
利益,0
利益,0
利益均霑,0.2382373
利益輸送,-0.1507373
利基,0.3514746
利基市場,0.1257373
利得,0.6411082
利誘,-0.1012795
利潤,0.3514746
利器,0.3514746
刪去,-0.34838315
刪除,-0.04289055
刪掉,-0.475
刪減,-0.27738575
劫匪,0
劫掠,-0.2
劫掠,0
劫貧濟富,-0.025
劫機,-0.0426872
助人,0
助人,0.4280856
助力,0
助力,0.6987057
助手,0.35915775
助於,0.587271
助長,0
助長,0
助長了,0.5186784
助威,0.3065612
助益,0.5
助陣,0.325
助動,0
助跑,0
助隊,0.325
助勢,0.3960186
助選,0.3960186
努力,0.3737057
努力不懈,0.00338085
努力完成,0.4908677
努力爭取,0.054256225
努力研究,0.18685285
努力尋求,0.15985245
努力解決,0.407368175
努力緩和,0.38133665
努力謀求,0.10813965
即今,0
即日,0.0050611
即日起,0.041450067
即可,0.2236185
即可參加,0.1680775
即可獲贈,0.221228625
即有,0.2578135
即告,0
即使,0
即使,0
即為,0.03289715
即將,0
即將失衡,-0.2
即將成立,0.279340425
即將成為,0.196878925
即將完成,0.30401485
即將來臨,0.05
即將到來,0.02229185
即將啟動,0.05199365
即將進行,0.25095785
即將開打,0.14364405
即景,0
吝惜,-0.0860324
吝嗇,-0.1
吝嗇鬼,-0.35
吞下,-0.65
吞吐,0
吞吃,-0.24084225
吞回,0
吞服,0
吞得下去,0.304374775
否決,-0.04782015
否決權,-0.045376367
否定,-0.12718
否則,-0.15
否認,-0.0028698
否認了,-0.0821612
吧檯,0
呆人,0
呆子,-0.6848002
呆呆,-0.65
呆板,-0.525
呆帳,-0.375
呆帳,0
呆望,0
呆笨,-0.625
呆想,0
呆滯,-0.55
吳音,0
呈交,0
呈狀,0
呈述,0
呈現,0.0445837
呈現偏差,-0.266401025
呈報,0.0414285
呈獻,0
呈顯,0
君子之爭,0.268592975
君臣,0
君皇,0
告,0.55
告一段落,0.3645004
告示,0
告別,-0.201189
告吹,0
告到公堂,-0.0151354
告知,0.0141941
告急,-0.7
告密,-0.2345112
告密者,-0.152966733
告捷,0.225
告終,-0.325
告發,-0.2580638
告訴,0.575
告訴錯誤,-0.6875
告訴錯誤的消息,-0.336792014
告誠,-0.075
告誡,-0.325
告罄,-0.275
告贏,0.275
吹牛,-0.325
吹牛皮,-0.25
吹起,0
吹起,0.217886
吹乾,0
吹捲,0
吹捧,0
吹捧,0
吹跑,0
吹說,0
吹噓,0
吹噓,0
吹噓說,-0.153610867
吻上,0
吻合,0.375
吸引,0
吸引,0.0571086
吸引人,0.0734628
吸引人的事物,0.044274167
吸引力,0.2538762
吸收,0
吸收,0.0134571
吸走,0.4039814
吸取,0
吸取,0.0167889
吸毒,-0.4039814
吸毒又偷竊,-0.38159256
吸毒者,-0.265946867
吸毒問題,-0.2922178
吸食,0
吸納,0.0210186
吸除,0
吸乾,0
吸淨,0
吸管,0
吵一架,-0.2526672
吵人,-0.2719144
吵死,-0.78756
吵別人,-0.132068933
吵吵鬧鬧,-0.4930144
吵吵鬧鬧的要求,-0.231674986
吵完,0
吵到,-0.2304163
吵到,0
吵的像什麼鬼一樣,-0.2052368
吵架,-0.375
吵起來,-0.211924
吵嘴,-0.5
吵鬧,-0.4930144
吵鬧聲,-0.304616267
吵醒,0
吵翻天,-0.15
吵雜,0
吶喊,-0.1
吠盡,-0.04456545
吼叫,-0.5
吼叫著表達,-0.04321184
吼道,-0.1149749
含有,0
含有特定意味,-0.400033433
含沙射影,-0.1019907
含恨,-0.4039814
含恨,0
含恨在心,-0.0049972
含笑,0
含笑,0.2571588
含帶,0
含情脈脈,0.2059466
含混,-0.3789814
含淚,-0.2539814
含淚,0
含蓄,0.0289814
含糊,-0.0289814
含糊地說,-0.031360225
含糊地說話,-0.00508818
含糊話,-0.0140124
吟詠,0
吟遊,0
困乏,-0.7
困在,-0.348948
困守,-0.3248545
困死,-0.88756
困住,-0.6792512
困局,-0.475
困於,-0.212729
困惑,-0.65
困惑,0
困窘,-0.475
困頓,-0.475
困境,-0.530009
困窮,-0.725
困擾,-0.75
困擾,0
困擾不已,-0.5652337
困擾不安,-0.32307855
困獸之鬥,-0.2892128
困獸鬥,-0.4189504
困難,-0.7767641
困難度,-0.519509733
困難度增高,-0.15381552
困難重重,-0.19921465
均勻,0.1
均可,0.2736185
均未,-0.3
均有,0.3078135
均表示,0.033333333
均能享受,0.1579622
均採用,0.198546767
均等,0.1987412
均量,0
均勢,0.0710186
均認為,0.153351567
均需參加,0.08126825
均衡,0.1
均衡發展,0.0834681
均霑,0.05
均應,0.0830536
均屬空談,-0.086974
坎坷,0
坐以待斃,-0.0129202
坐立不安,-0.125831525
坐成,0
坐收,0.0575615
坐冷板凳,-0.28105405
坐到,0
坐臥不安,-0.02692145
坐相,0
坐椅,0
坐等,0
坐視,0
坐進,0
坐鎮,0.1
坐穩,0.25
坐穩首位,0.15729075
壯大,0
壯大,0.2455499
壯聲勢,0.171405733
壯舉,0.25
壯闊,0.25
壯麗,0.3910439
壯麗雄偉,0.24552195
壯觀,0.3425984
夾攻,0
夾角,0
夾起,0
夾帶,0
夾殺,-0.5
夾處,0
夾痛,-0.4196579
夾道,0
夾縫,0
妝容,0
妝奩,0
妝點,0
妒心,0
妒忌,-0.45
妒恨,-0.55
妨害,-0.5
妨害司法,-0.225
妨害物,-0.403339333
妨礙,-0.125
妨礙,0
妨礙司法,-0.0375
妨礙者,-0.079959267
妙不可言,0.12513255
妙計,0.2924385
妙極,0
妖嬈,0
妖魔化,-0.013741
妓女,-0.1
妊,0
妥協,0
妥協,0
妥為,0
妥善,0.43374525
妥善因應,0.208399425
妥善安排,0.409027775
妥善完成,0.520887475
妥善執行,0.207959275
妥善處理,0.38821185
妥善規畫,0.291945375
妥善規劃,0.241945375
妥當,0.32545925
妥適,0.45
妥擬,0.05
孝行,0.2071733
孝弟,0
孝順,0.3660255
孝敬,0
完了,-0.3732806
完全,0.45944
完全不可,-0.17629555
完全化解,0.37988225
完全反映,0.00472
完全比照,0.25472
完全瓦解,-0.32632525
完全沒,-0.07296
完全沒有,-0.18362675
完全依法,0.2652293
完全取代,0.18581625
完全和平,0.629613975
完全忽略,-0.14222
完全致力,0.53016285
完全展現,0.30201185
完全採納,0.25472
完全排除,-0.251165275
完全符合,0.44222
完全喪失,-0.17028
完全喪失者,-0.13419956
完全無關,-0.259599675
完全禁止,-0.0899488
完全違反,-0.17028
完全滿意,0.4716548
完全整合,0.516130075
完好,0.6398552
完成,0.6080297
完成了,0.489427533
完成修正,0.54151485
完形,0
完投,0.1787302
完投勝,0.319153467
完封,0.197169
完封勝,0.331446
完美,0.672169
完美的結合,0.34208904
完美無缺,0.139605125
完美結合,0.4110845
完美演出,0.3456812
完畢,0
完畢,0
完蛋,-0.127831
完備,0.2802226
完結,-0.022169
完結,0
完善,0.63091425
完滿,0.5115978
完盡,0
完整,0
完整,0.44498915
完整規畫,0.297567325
宏大,0.0955499
宏偉,0.1
宏規,0
宏觀,0.1925984
宏觀願景,0.16271445
尬,-0.1
局促,-0.080246
局促不安,-0.01179845
局限,-0.225
局限於狹小空間,-0.239606143
局面底定,0.1490993
屁用,-0.15217985
屁事,-0.2554163
屁股,-0.4
屁股,0
屁啦,-0.35
屁眼,-0.4944218
屁話,-0.3
尿液,0
尾燈,0
岐見,-0.10543455
岔子,-0.4098002
岔開,0
岌岌可危,-0.06319075
巫婆,-0.1
巫術,-0.0169464
希求,0
希望,0.3651647
希望大增,0.2218841
希望中央一定要信守承諾,0.224591318
希望協助,0.44508235
希望爭取,0.049985725
希望能,0.443443133
希望採部分開放措施,-0.074202456
希望維持,0.22410915
希望說服,0.3683272
希冀,0.1
序文,0
庇佑,0.05
庇護,-0.0169464
庇護,0
床母,0
床罩,0
床鋪,0
弄不清楚,-0.17614525
弄凹,-0.65
弄巧成拙,-0.0504178
弄丟,0
弄死,-0.91256
弄污,-0.875
弄弄,0
弄來,0
弄到,0
弄歪,-0.675
弄破,0
弄混,-0.85
弄跛,-0.625
弄亂,-0.9
弄亂,0
弄碎,-0.875
弄潮,0
弄皺,-0.725
弄複雜,-0.616666667
弄錯,-0.85
弄糟,-0.75
弄翻,-0.75
弄壞,-0.9
弄髒,-0.6
弄髒,0
弟兄,0
形上,0
形同,0.131986
形同一體,0.1139926
形同廢紙,-0.096507
形成,0.3108607
形成共識,0.15543035
形成重壓,-0.02501405
形成這個共識,0.103620233
形色,0
形制,0
形容枯槁,-0.020910625
形單力薄,-0.03814715
形象受損,-0.2670378
形象盡失,-0.197282725
形塑,0
形塑,0.05
形影不離,0.4277337
形影不離的朋友,0.174326514
形聲,0
彷如,0
彷彿,0
忘了,-0.1185501
忘不了,0
忘不了,0
忘本,0
忘恩,-0.2924385
忘恩負義,-0.200372275
忘記,-0.0575615
忌妒,-0.45
忌憚,-0.375
忌諱,-0.4
志在,0
志在,0.226052
志哀,0.1143376
志氣,0
志氣,0.1675356
志得意滿,0.4867516
志願,0.2828305
忍下來,-0.341871667
忍不住,0.4150174
忍心,-0.2801275
忍住,-0.2920587
忍住,0
忍受,0
忍受,0
忍受不了,-0.16311945
忍者,0
忍耐,0
忍耐,0
忍耐力,0.2856644
忍耐力低,-0.0017483
忍氣吞聲,-0.10459095
忍痛,-0.4074654
忍痛,0
快了許多,0.463088425
快刀斬亂麻,0.2849435
快上,0.4180758
快快活活,0.55844065
快快樂樂,0.66169565
快步追上,0.15259095
快車,0
快於,0
快板,0
快枯竭,-0.0584275
快活,0
快活,0
快馬加鞭,0.050088875
快速,0.36264125
快速合作,0.272677975
快速成長,0.500203975
快速改善,0.472103325
快速起飛,0.220386925
快速統一,0.204320225
快速進行,0.432278475
快速進展,0.378691825
快速解決,0.40183595
快速擴張,0.031320625
快意,0
快感,0
快感,0.59359685
快滾,-0.13764125
快樂,0.66169565
快樂主義,0.4289046
快樂主義者,0.34514812
快樂地,0.355581933
快樂論,0.3077971
快鍋,0
戒尺,0
戒除,0.09795165
戒備,-0.0381147
戒備森嚴,-0.05310615
戒慎,0
戒慎,0.1300611
戒慎小心,-0.04602125
戒嚴,-0.1231587
戒懼,-0.3199389
戒護,0.0381147
我方,0
我好恨,-0.054875867
我行我素,-0.05358665
我的職責,0.04570545
我咧,-0.1
我咧看,-0.1
我恨你,-0.416666667
我靠,-0.023811
我操,-0.1
我操你媽,-0.2125
抄你爸,-0.166666667
抗日,-0.2699389
抗日,0
抗拒,0
抗拒,0
抗爭,0
抗爭,0
抗暴,0
抗戰,-0.58063875
抗衡,0
抗衡,0
抗壓,0
抗壓,0
抗議,-0.325
抗議行動,-0.160907
抗議者,-0.2132926
抗辯,-0.38557775
抗變,-0.40332275
抖抖,0
抖顫,-0.375
技不如人,-0.0075554
技巧,0.2899749
技師,0
技術上可行,0.22771198
技術純熟,0.1665268
技職,0
技驚四座,0.12869685
技驚全場,0.02256135
扶正,0.475
扶助,0.425
扶植,0.05
扶搖直上,0.078670275
抉擇,0
扭打,-0.7285213
扭曲,-0.475
扭曲史實,-0.046931275
扭曲事實,-3.61E-04
扭曲誇大,-0.22984805
扭曲醜化,-0.333943
扭曲證據,-0.25996945
扭到,0
扭歪,-0.55
扭捏作態,-0.33364265
扭鬥,-0.4784256
扭傷,-0.775
扭腰,0
扭轉,0
扭轉,0
扭轉劣勢,0.3519907
扭轉乾坤,0.2125
扭轉情勢,0.0315534
扭轉頹勢,0.2019907
把..分隔開,-0.058908517
把..孤注一擲,-0.043699657
把..烤焦,-0.12
把..強加於,-0.081813067
把..割下,-0.26
把..悶死,-0.325024
把..燒焦,-0.2
把..嚇出來,-0.110268867
把..嚇跑,-0.14
把..歸咎於,-0.081774867
把工作搞糟,-0.30247812
把火撲滅,0.3
把弄,0
把妳打死,-0.40804065
把酒,0
把握,0.1
把握良機,0.2963436
把握時機,0.1713436
把握機會,0.24186555
把穩,0.35
把關,0
把關,0.2277181
把關在欄內,-0.12353248
扼死,-0.51256
扼制,-0.01710285
扼殺,-0.5
扼腕,-0.05
找不到,-0.190589133
找出,0.0308066
找出來,0.053871067
找回公義,0.026870475
找回球感,0.0345222
找事,0
找到,0.0445837
找到樂趣,0.34681905
找法,0
找麻煩,-0.483333333
找無,0
找零,0
找對,0
找齊,0
找誰幹啊,-0.03239305
找機會,-0.2224874
找錯,-0.45
找藉口,-0.236167467
找碴,-0.1
批次,0
批判,-0.1734478
批到,0
批倒,0
批准,0.055009
批核,0.105009
批臭,-0.530009
批鬥,-0.2584346
批發,-0.0880728
批評,-0.155009
批評別人,-0.0140562
批評者,-0.099965267
批評為,-0.0814079
批評家,-0.0813036
批駁,-0.330009
扳手,0
扳平,0.37478795
扳正,0
扳回,0.25
扳回一城,0.1520004
扳回頹勢,0.1394907
扳成,0.3608607
扳倒,0
扳倒,0
扳機,0
抒情,0.4408746
抒發,0.1669362
抒解,0.3932105
抒懷,0.397169
扯出,-0.3058066
扯破,-0.775
扯破的洞,-0.3959732
扯進醜聞,-0.1401288
扯開,0
扯碎,-0.75
扯鈴,0
扯遠,0
扯懶蛋,-0.683333333
折本,0
折扣,-0.325
折兵,0
折服,0
折損,-0.675
折衝,-0.5481176
折磨,-0.325
折翼,-0.275
折斷,-0.42043245
折舊,-0.425
折舊,0
折騰,-0.217961
折彎,0
扮出,0
扮相,0
扮起,0
扮演,0.05
投入,0.0684388
投入深淵,-0.072995
投下重大變數,-0.145681417
投身,0.0184388
投其所好,0.1621237
投注,0.0076132
投注極大努力,0.1219376
投保,0
投降,0
投降,0
投書,-0.0684388
投案,0
投桃報李,0.05493365
投寄,0
投給,0
投訴,-0.3684388
投誠,0.2815612
投資,0.0565612
投資增加,0.07607565
投資環境惡化,-0.147111267
投滿,0.19599
投遞,0
投彈,-0.1684388
投彈於,-0.029221467
投影,0
投敵,-0.3934388
投機,-0.1242484
投機,0
投機行為,-0.157159425
投機性,-0.096844667
投機炒作,-0.03401845
投機炒作者,-0.02519032
投機客,-0.104868
投擲,0
投懷送抱,0.0393651
投顧,0
抓出,0
抓地,0
抓住,-0.3792512
抓住機會,0.00223995
抓來,-0.175
抓來打一打,-0.39441736
抓取,-0.1628075
抓得之物,-0.0798123
抓傷,-0.575
抓傷,0
抓蝦,0
抓錯,-0.525
抑止,-0.3893376
抑低,-0.55
抑制,-0.09210285
抑鬱,-0.45
改口,0
改口辯稱,-0.0122052
改良,0.49782015
改良式,0.365213433
改姓,0
改為,0
改革,0.27387215
改革成功,0.388665625
改革開放,0.164524675
改掉,-0.22717985
改造,0.20639165
改途,0
改報,0
改善,0
改善,0
改善了,0.471784667
改善援助,0.5032827
改善體質,0.3227665
改進,0
改進,0
改當,0
改過自新,0.174082475
改寫,0.24782015
改調,0
改頭換面,0.088589925
改變,0.0694974
改變了,0.130406
改變不了,-0.0674292
改變成,-0.2869054
改變改變,-0.0694974
改觀,0
改觀,0
攻下,0
攻下,0.4934388
攻上,0.03699575
攻方,0
攻占,0.2684388
攻打,-0.4719601
攻守俱佳,0
攻守俱佳,0
攻佔,0
攻佔,0
攻佔榜首,0.11845545
攻訐抹黑,-0.1342194
攻得,0
攻得,0.2711948
攻進,0.2763036
攻勢猛烈,0.223449625
攻詰,0
攻擊,0
攻擊,0
攻擊性,-0.331613467
攻擊者,-0.3422518
攻讀,0.0184388
攸關,0.1777181
更了解,0.2128814
更上一層樓,0.0205735
更上層樓,0.027717275
更久,0.0184721
更大,0.0044501
更大的困難,-0.29926424
更不用提,-0.073278625
更不妥協地,-0.12351606
更內向,-0.0632926
更方便,0.0840744
更加,0
更加,0.0125365
更加充分,0.045864625
更加成熟,0.2491986
更加努力,0.1931211
更加吸引,0.03482255
更加活絡,0.12916795
更加重視,0.012840925
更加高漲,0.18710435
更加敏感,0.27033055
更加惡化,-0.19017475
